Day;Month;Year;Plot;Subplot;Group;Order;Family;Genus;Species;raw_species_id;number_animal;Plant;Plant_Simple;Jar;Time;comments;;
9;4;2019;3;E5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;10:40;;;
9;4;2019;3;E6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;10:40;;;
9;4;2019;3;E6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;10:40;;;
9;4;2019;3;E6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:40;;;
9;4;2019;3;F1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:40;;;
9;4;2019;3;F1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;10:40;;;
9;4;2019;3;F2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;HOMA;HOMA;;10:40;;;
9;4;2019;3;F3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;HOMA;HOMA;;10:40;;;
9;4;2019;3;F3;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;HOMA;HOMA;;10:40;;;
9;4;2019;3;F3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;10:40;;;
9;4;2019;3;F4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;MESU;MESU;;10:40;;;
9;4;2019;3;F4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;10:40;;;
9;4;2019;3;F4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:40;;;
9;4;2019;3;F5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;4;LEMA;LEMA;;10:40;;;
9;4;2019;3;F6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:40;;;
9;4;2019;4;A4;Grasshoppers;Orthoptera;NA;NA;NA;Orthoptera;1;HOMA;HOMA;;10:56;;;
9;4;2019;4;B1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:56;;;
9;4;2019;4;B2;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;HOMA;HOMA;;10:56;;;
9;4;2019;4;B2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;HOMA;HOMA;;10:56;;;
9;4;2019;4;B5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:56;;;
9;4;2019;4;B6;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;HOMA;HOMA;;10:56;10:56;;
9;4;2019;4;C1;Grasshoppers;Orthoptera;Gryllidae;Gryllus;Gryllus_bimaculatus;Gryllus_bimaculatus;1;HOMA;HOMA;;10:56;;;
9;4;2019;4;C4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:56;;;
9;4;2019;4;C5;Grasshoppers;Orthoptera;Gryllidae;Gryllus;Gryllus_bimaculatus;Gryllus_bimaculatus;1;HOMA;HOMA;;10:56;;;
9;4;2019;4;C5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:56;;;
9;4;2019;4;C5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;HOMA;HOMA;;10:56;;;
9;4;2019;4;C6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;10:56;;;
9;4;2019;4;D2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;HOMA;HOMA;;10:56;;;
9;4;2019;4;D3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:56;;;
9;4;2019;4;D4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;HOMA;HOMA;;10:56;;;
9;4;2019;4;E2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;10:56;;;
9;4;2019;4;E6;Grasshoppers;Orthoptera;NA;NA;NA;Orthoptera;1;HOMA;HOMA;;10:56;;;
9;4;2019;4;F3;Bugs;Hemiptera;Pentatomidae;Aelia;NA;Aelia;1;HOMA;HOMA;;11:15;;;
9;4;2019;5;B1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;HOMA;HOMA;;11:15;;;
9;4;2019;5;B1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;11:15;;;
9;4;2019;5;B3;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;HOMA;HOMA;;11:15;;;
9;4;2019;5;B5;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;LEMA;LEMA;;11:15;;;
9;4;2019;5;C1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;MESP;MESU;;11:15;;;
9;4;2019;5;C4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;11:15;;;
9;4;2019;5;C5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;HOMA;HOMA;;11:15;;;
9;4;2019;5;D2;Grasshoppers;Orthoptera;Gryllidae;Gryllus;Gryllus_bimaculatus;Gryllus_bimaculatus;1;HOMA;HOMA;;11:15;;;
9;4;2019;5;E2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;11:15;;;
9;4;2019;5;E3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;11:15;;;
9;4;2019;5;E6;Bugs;Hemiptera;Pentatomidae;Aelia;NA;Aelia;1;HOMA;HOMA;;11:15;11:15;;
9;4;2019;5;F3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;11:15;;;
9;4;2019;6;A1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;11:32;;;
9;4;2019;6;A4;Bugs;Hemiptera;Cercopoidea;NA;NA;Cercopoidea;1;HOMA;HOMA;;11:32;;;
9;4;2019;6;A6;Caterpillars;Lepidoptera;NA;NA;NA;Lepidoptera;1;HOMA;HOMA;;11:32;11:32;;
9;4;2019;6;B3;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;HOMA;HOMA;;11:32;;;
9;4;2019;6;B5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;11:32;;;
9;4;2019;6;E2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;11:32;;;
9;4;2019;6;F1;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;HOMA;HOMA;;11:32;;;
9;4;2019;6;F2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;4;Salicornia;Salicornia;;11:32;;;
9;4;2019;6;F4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;11:32;;;
9;4;2019;6;F5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;11:32;;;
9;4;2019;7;A2;Grasshoppers;Orthoptera;Gryllidae;Gryllus;Gryllus_bimaculatus;Gryllus_bimaculatus;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;A4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;A6;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;LEMA;LEMA;;12:05;12:05;;
9;4;2019;7;A6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;B5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;12:05;;;
9;4;2019;7;B5;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;C1;Caterpillars;Lepidoptera;NA;NA;NA;Lepidoptera;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;C2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;C3;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;C4;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;2;LEMA;LEMA;;12:05;;;
9;4;2019;7;C4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;C4;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;D1;Caterpillars;Lepidoptera;NA;NA;NA;Lepidoptera;3;BEMA;BEMA;;12:05;;;
9;4;2019;7;D2;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;D2;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;2;LEMA;LEMA;;12:05;;;
9;4;2019;7;D2;Caterpillars;Lepidoptera;NA;NA;NA;Lepidoptera;2;LEMA;LEMA;;12:05;;;
9;4;2019;7;D3;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;D3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;12:05;;;
9;4;2019;7;D4;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;D4;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;D5;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;D5;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;E1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;12:05;;;
9;4;2019;7;E1;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;E2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;E2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;MESU;MESU;;12:05;;;
9;4;2019;7;E3;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;E3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;E4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;E4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;12:05;;;
9;4;2019;7;E5;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;E5;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;E6;Bugs;Hemiptera;Pentatomidae;Aelia;NA;Pentatomidae;1;MESU;MESU;;12:05;;;
9;4;2019;7;F2;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;F3;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;F3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;4;LEMA;LEMA;;12:05;;;
9;4;2019;7;F5;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:05;;;
9;4;2019;7;F6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;12:05;;;
9;4;2019;8;A1;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;A2;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;A2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;A5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;A5;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;B1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;12:21;;;
9;4;2019;8;B2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;12:21;;;
9;4;2019;8;B3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;4;LEMA;LEMA;;12:21;;;
9;4;2019;8;B3;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;B4;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;2;LEMA;LEMA;;12:21;;;
9;4;2019;8;B6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:21;12:21;;
9;4;2019;8;C1;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;BEMA;BEMA;;12:21;;;
9;4;2019;8;C2;Grasshoppers;Orthoptera;NA;NA;NA;Orthoptera;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;C3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;C4;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;3;NA;NA;;12:21;;;
9;4;2019;8;D2;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;D3;Grasshoppers;Orthoptera;NA;NA;NA;Orthoptera;1;MESU;MESU;;12:21;;;
9;4;2019;8;D3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;12:21;;;
9;4;2019;8;D3;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;E2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;E2;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;MESU;MESU;;12:21;;;
9;4;2019;8;E6;Grasshoppers;Orthoptera;NA;NA;NA;Orthoptera;1;LEMA;LEMA;;12:21;;;
9;4;2019;8;F1;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;BEMA;BEMA;;12:21;;;
9;4;2019;8;F6;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;POMA;POMA;;12:21;;;
9;4;2019;9;A3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:40;;;
9;4;2019;9;A4;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;HOMA;HOMA;;12:40;;;
9;4;2019;9;A6;Caterpillars;Lepidoptera;NA;NA;NA;Lepidoptera;1;POMA;POMA;;12:40;12:40;;
9;4;2019;9;B5;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;POMA;POMA;;12:40;;;
9;4;2019;9;B6;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;LEMA;LEMA;;12:40;;;
9;4;2019;9;B6;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;MESU;MESU;;12:40;;;
9;4;2019;9;C5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:40;;;
9;4;2019;9;C6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;SOAS;SOAS;;12:40;;;
9;4;2019;9;C6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;12:40;;;
9;4;2019;9;D3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:40;;;
9;4;2019;9;D3;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;12:40;;;
9;4;2019;9;D4;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;POMA;POMA;;12:40;;;
9;4;2019;9;D5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;MESU;MESU;;12:40;;;
9;4;2019;9;D6;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;2;POMA;POMA;;12:40;;;
9;4;2019;9;E2;Grasshoppers;Orthoptera;NA;NA;NA;Orthoptera;1;POMA;POMA;;12:40;;;
9;4;2019;9;E3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;12:40;;;
9;4;2019;9;E4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;POMA;POMA;;12:40;;;
9;4;2019;9;E4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:40;;;
9;4;2019;9;E6;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;POMA;POMA;;12:40;;;
9;4;2019;9;F2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;12:40;;;
9;4;2019;9;F4;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;2;SOAS;SOAS;;12:40;;;
9;4;2019;9;F4;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;POMA;POMA;;12:40;;;
9;4;2019;9;F6;Grasshoppers;Orthoptera;Acrididae;NA;NA;Acrididae;60;MESU;MESU;;12:40;;;
23;4;2019;1;A1;Grasshoppers;Orthoptera;Tettigoniidae;Conocephalus;Conocephalus_dorsalis;Conocephalus_dorsalis;1;HOMA;HOMA;;11:20;;;
23;4;2019;1;A2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;11:20;;;
23;4;2019;1;A6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;11:20;11:20 Wet and very windy;;
23;4;2019;1;B6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;11:20;;;
23;4;2019;1;C1;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;HOMA;HOMA;;11:20;;;
23;4;2019;1;D1;Bugs;Hemiptera;Pentatomidae;Aelia;NA;Pentatomidae;1;HOMA;HOMA;;11:20;;;
23;4;2019;1;D4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;11:20;;;
23;4;2019;1;D6;Grasshoppers;Orthoptera;Tettigoniidae;Conocephalus;Conocephalus_dorsalis;Conocephalus_dorsalis;1;HOMA;HOMA;;11:20;;;
23;4;2019;2;B3;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;HOMA;HOMA;;11:34;;;
23;4;2019;2;B5;Grasshoppers;Orthoptera;NA;NA;NA;Orthoptera;1;HOMA;HOMA;;11:34;;;
23;4;2019;2;B5;Grasshoppers;Orthoptera; Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;11:34;;;
23;4;2019;2;C2;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;11:34;;;
23;4;2019;2;C6;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;11:34;11:34 Wet and very windy;;
23;4;2019;2;D5;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;2;HOMA;HOMA;;11:34;;;
23;4;2019;2;D6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;POMA;POMA;;11:34;;;
23;4;2019;2;E2;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;MESU;MESU;;11:34;;;
23;4;2019;2;F4;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;HOMA;HOMA;;11:34;;;
23;4;2019;2;F6;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;HOMA;HOMA;;11:34;;;
23;4;2019;3;B1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;11:50;;;
23;4;2019;3;B3;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;11:50;;;
23;4;2019;3;B5;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;HOMA;HOMA;;11:50;11:50 Wet and very windy;;
23;4;2019;3;C5;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;11:50;;;
23;4;2019;3;E2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;11:50;;;
23;4;2019;4;A2;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;HOMA;HOMA;;11:50;;;
23;4;2019;4;A6;Beetles;Coleoptera;NA;NA;NA;Coleoptera;1;HOMA;HOMA;YES;11:50;12:05 very windy;;
23;4;2019;4;E4;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;2;HOMA;HOMA;;11:50;;;
23;4;2019;4;E5;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;11:50;;;
23;4;2019;4;F3;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;11:50;;;
23;4;2019;4;F5;Grasshoppers;Orthoptera;Tettigoniidae;Conocephalus;Conocephalus_dorsalis;Conocephalus_dorsalis;1;HOMA;HOMA;;11:50;;;
23;4;2019;5;C3;Grasshoppers;Orthoptera;Tettigoniidae;Conocephalus;Conocephalus_dorsalis;Conocephalus_dorsalis;1;HOMA;HOMA;;12:15;;;
23;4;2019;5;C5;Grasshoppers;Orthoptera;Tettigoniidae;Conocephalus;Conocephalus_dorsalis;Conocephalus_dorsalis;1;HOMA;HOMA;;12:15;;;
23;4;2019;5;C5;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;12:15;;;
23;4;2019;5;C5;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;12:15;;;
23;4;2019;5;E5;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;12:15;;;
23;4;2019;5;F3;Grasshoppers;Orthoptera;Tettigoniidae;Conocephalus;Conocephalus_dorsalis;Conocephalus_dorsalis;1;HOMA;HOMA;;12:15;;;
23;4;2019;5;F5;Grasshoppers;Orthoptera;Tettigoniidae;Tessellana;Tessellana_tessellata;Tessellana_tessellata;1;HOMA;HOMA;;12:15;;;
23;4;2019;5;F6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;12:15;12:15 very windy;;
23;4;2019;6;A2;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;HOMA;HOMA;;12:30;;;
