Day,Month,Year,Plot,Subplot,Type,Group,Order,Family,Genus,Species,raw_species_id,Aspect,Stage,number_animal,Plant,Jar,Time,Observers,Weather,comments
30,4,2020,3,A6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,Stick,,13:20:00,M,Cloudy,
30,4,2020,3,A6,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,2,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,B6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,13:20:00,M,Cloudy,
30,4,2020,3,B6,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,B6,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,3,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,B6,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,HOMA,,13:20:00,M,Cloudy,
30,4,2020,3,B5,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,2,HOMA,,13:20:00,M,Cloudy,
30,4,2020,3,B5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,Stick,,13:20:00,M,Cloudy,
30,4,2020,3,B4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Stick,,13:20:00,M,Cloudy,
30,4,2020,3,B4,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,2,HOMA,,13:20:00,M,Cloudy,
30,4,2020,3,B4,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,3,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,B4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,B4,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,B3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,6,Stick,,13:20:00,M,Cloudy,
30,4,2020,3,B3,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,HOMA,,13:20:00,M,Cloudy,
30,4,2020,3,B3,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,HOMA,,13:20:00,M,Cloudy,
30,4,2020,3,B3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,13:20:00,M,Cloudy,
30,4,2020,3,B3,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,Stick,,13:20:00,M,Cloudy,
30,4,2020,3,B2,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,2,HOMA,,13:20:00,M,Cloudy,
30,4,2020,3,B2,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,B2,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,2,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,B2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Stick,,13:20:00,M,Cloudy,
30,4,2020,3,B1,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,2,HOMA,,13:20:00,M,Cloudy,Bee nest
30,4,2020,3,B1,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,3,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,C1,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,CHMI,,13:20:00,M,Cloudy,Bee nest
30,4,2020,3,C1,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,C2,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,2,LEMA,,13:20:00,M,Cloudy,CHMI with fungi
30,4,2020,3,C2,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,C3,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,HOMA,,13:20:00,M,Cloudy,
30,4,2020,3,C3,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,5,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D6,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D6,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,13:20:00,M,Cloudy,
30,4,2020,3,D5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Stick,,13:20:00,M,Cloudy,
30,4,2020,3,D5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D5,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,HOMA,,13:20:00,M,Cloudy,
30,4,2020,3,D4,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,6,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,13:20:00,M,Cloudy,Bee nest
30,4,2020,3,D3,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D3,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D2,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,4,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D2,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D1,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,4,LEMA,,13:20:00,M,Cloudy,
30,4,2020,3,D1,H,Bug,Hemiptera,NA,NA,NA,Hemiptera,NA,NA,1,HOMA,,13:20:00,M,Cloudy,
30,4,2020,7,A1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,A1,P,Spider,Araneae,NA,NA,NA,Araneae,NA,NA,1,Ground,,14:35:00,M,Cloudy,
30,4,2020,7,A2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,7,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,A2,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,3,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,A3,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,A3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,A4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,A4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,A4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,New_grass,,14:35:00,M,Cloudy,
30,4,2020,7,A4,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,New_grass,,14:35:00,M,Cloudy,
30,4,2020,7,A4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,PAIN,,14:35:00,M,Cloudy,
30,4,2020,7,A5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,A5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,14:35:00,M,Cloudy,
30,4,2020,7,A5,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,A5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,A5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,PAIN,,14:35:00,M,Cloudy,
30,4,2020,7,A5,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,A6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,A6,H,Beetle,Coleoptera,Melyridae,Malachius,Malachius_bipustulatus,Malachius_bipustulatus,NA,NA,1,BEMA,,14:35:00,M,Cloudy,
30,4,2020,7,A6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,PAIN,,14:35:00,M,Cloudy,
30,4,2020,7,B6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,10,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,B6,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,2,HOMA,,14:35:00,M,Cloudy,
30,4,2020,7,B6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,14:35:00,M,Cloudy,
30,4,2020,7,C5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,C5,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,C4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,5,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,C4,H,Beetle,Coleoptera,Melyridae,Malachius,Malachius_bipustulatus,Malachius_bipustulatus,NA,NA,1,POMO,,14:35:00,M,Cloudy,
30,4,2020,7,C4,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,POMO,,14:35:00,M,Cloudy,
30,4,2020,7,C3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,10,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,C3,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,POMO,,14:35:00,M,Cloudy,
30,4,2020,7,C3,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,C2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,5,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,C2,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,C1,H,Beetle,Coleoptera,Chrysomelidae,Cryptocephalus,NA,Cryptocephalus_sp,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,B1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,B1,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,B2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,B3,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,B3,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,HOMA,,14:35:00,M,Cloudy,
30,4,2020,7,B3,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,B3,H,Beetle,Coleoptera,Coccinellidae,NA,NA,Coccinellidae,larva,NA,1,PAIN,,14:35:00,M,Cloudy,
30,4,2020,7,B3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,B4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,B5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,5,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,D1,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,D1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,D2,H,Bug,Hemiptera,Pentatomidae,NA,NA,Pentatomidae,NA,NA,1,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,D2,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,D2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,D3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,D3,P,Spider,Araneae,Salticidae,NA,NA,Salticidae,NA,NA,1,Ground,,14:35:00,M,Cloudy,
30,4,2020,7,D3,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,D4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,8,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,D4,P,Spider,Araneae,NA,NA,NA,Araneae,NA,NA,1,Stick,Spider_photo5,14:35:00,M,Cloudy,Spider_photo5
30,4,2020,7,D5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,6,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,D5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,D5,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,D6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,D6,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,D6,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,D6,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,2,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,D6,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,BEMA,,14:35:00,M,Cloudy,
30,4,2020,7,E6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,E6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,HOMA,,14:35:00,M,Cloudy,
30,4,2020,7,E6,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,E6,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,PAIN,,14:35:00,M,Cloudy,
30,4,2020,7,E5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,E5,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,E4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,POMO,,14:35:00,M,Cloudy,
30,4,2020,7,E4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,E3,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,2,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,E3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,20,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,E3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,PAIN,,14:35:00,M,Cloudy,
30,4,2020,7,E2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,5,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,E2,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,E1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,5,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,F2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,New_grass,,14:35:00,M,Cloudy,
30,4,2020,7,F3,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,POMA,,14:35:00,M,Cloudy,
30,4,2020,7,F4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,F5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,10,Stick,,14:35:00,M,Cloudy,
30,4,2020,7,F5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,14:35:00,M,Cloudy,
30,4,2020,7,F6,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,SPRU,,14:35:00,M,Cloudy,
30,4,2020,7,F6,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,14:35:00,M,Cloudy,
30,4,2020,7,F6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,Stick,,14:35:00,M,Cloudy,
30,4,2020,8,A1,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,HOMA,,15:57:00,M,Cloudy,
30,4,2020,8,A1,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,BEMA,,15:57:00,M,Cloudy,
30,4,2020,8,A2,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,2,BEMA,,15:57:00,M,Cloudy,
30,4,2020,8,A3,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,LEMA,,15:57:00,M,Cloudy,
30,4,2020,8,A3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,Stick,,15:57:00,M,Cloudy,
30,4,2020,8,A3,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,3,LEMA,,15:57:00,M,Cloudy,
30,4,2020,8,A3,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,3,LEMA,,15:57:00,M,Cloudy,
30,4,2020,8,A4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Stick,,15:57:00,M,Cloudy,
30,4,2020,8,A5,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,PLCO,,15:57:00,M,Cloudy,
30,4,2020,8,A6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Stick,,15:57:00,M,Cloudy,
30,4,2020,8,A6,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,15:57:00,M,Cloudy,
30,4,2020,8,B5,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,2,BEMA,,15:57:00,M,Cloudy,
30,4,2020,8,B4,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,Stick,,15:57:00,M,Cloudy,
30,4,2020,8,B4,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,Stick,,15:57:00,M,Cloudy,
30,4,2020,8,B4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,8,Stick,,15:57:00,M,Cloudy,
30,4,2020,8,B4,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,POMO,,15:57:00,M,Cloudy,
30,4,2020,8,B4,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,BEMA,,15:57:00,M,Cloudy,
30,4,2020,8,B3,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,Stick,,15:57:00,M,Cloudy,
30,4,2020,8,B3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,8,Stick,,15:57:00,M,Cloudy,
30,4,2020,8,B3,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,15:57:00,M,Cloudy,
30,4,2020,8,B2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,6,Stick,,15:57:00,M,Cloudy,
30,4,2020,8,B2,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,LEMA,,15:57:00,M,Cloudy,
30,4,2020,8,B1,H,Grasshoppers,Orthoptera,Tettigoniidae,Tessellana,Tessellana_tessellata,Tessellana_tessellata,NA,Nymph,1,SPRU,,15:57:00,M,Cloudy,
30,4,2020,8,B1,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,2,HOMA,,15:57:00,M,Cloudy,
30,4,2020,8,C1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Stick,,15:57:00,M,Cloudy,
30,4,2020,8,C1,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,2,LEMA,,15:57:00,M,Cloudy,
30,4,2020,8,C1,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,BEMA,,15:57:00,M,Cloudy,
30,4,2020,8,C2,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,Stick,,15:57:00,M,Cloudy,
